, Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Bwd URG Flags,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Init_Win_bytes_backward,Active Mean, Active Std, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
125840,8080,1029524,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.48380805,5.827936017,205904.8,281040.7391,515007,593,1028753,514376.5,1774.130914,515631,513122,1028931,514465.5,1856.155301,515778,513153,0,0,0,2.913968009,2.913968009,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
125846,8080,996614,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.06115507,6.020385024,199322.8,272358.5884,498761,410,996172,498086.0,1535.835929,499172,497000,996204,498102.0,1557.049132,499203,497001,0,0,0,3.010192512,3.010192512,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
125862,8080,1001746,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.96862678,5.989542259,200349.2,273672.1898,500358,349,1001397,500698.5,236.8807717,500866,500531,1001141,500570.5,193.0401513,500707,500434,0,0,0,2.99477113,2.99477113,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
125866,8080,1001608,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.97110247,5.990367489,200321.6,273708.7448,500860,372,1001221,500610.5,878.933729,501232,499989,1001236,500618.0,1107.329219,501401,499835,0,0,0,2.995183745,2.995183745,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
125867,8080,1000171,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.99692253,5.998974175,200034.2,273297.9185,499672,401,999759,499879.5,273.6503243,500073,499686,999647,499823.5,368.402633,500084,499563,0,0,0,2.999487088,2.999487088,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
125904,8080,1029535,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.48362125,5.827873749,205907.0,281324.2271,515212,383,1029007,514503.5,1543.614103,515595,513412,1029073,514536.5,1702.006022,515740,513333,0,0,0,2.913936874,2.913936874,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
125909,8080,997193,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.05066823,6.016889409,199438.6,272240.4304,498382,500,996641,498320.5,1240.972401,499198,497443,996693,498346.5,830.8504679,498934,497759,0,0,0,3.008444704,3.008444704,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
127063,8080,1013842,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.75424573,5.91808191,202768.4,276895.1831,512555,454,1013296,506648.0,9403.105976,513297,499999,1013100,506550.0,9134.405399,513009,500091,0,0,0,2.959040955,2.959040955,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
127159,8080,1012342,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.78055242,5.926850807,202468.4,276544.8508,511999,404,1011739,505869.5,9525.435449,512605,499134,1011736,505868.0,9241.88563,512403,499333,0,0,0,2.963425404,2.963425404,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
127380,8080,1022331,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.60682206,5.868940686,204466.2,279276.6649,512637,351,1021680,510840.0,3307.845522,513179,508501,1021980,510990.0,3249.862766,513288,508692,0,0,0,2.934470343,2.934470343,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
127510,8080,994480,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.09991151,6.033303837,198896.0,271816.4254,499631,351,994013,497006.5,4232.034085,499999,494014,994112,497056.0,4137.988884,499982,494130,0,0,0,3.016651919,3.016651919,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
127548,8080,1020607,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.63656334,5.878854446,204121.4,278797.7246,509596,494,1020107,510053.5,51.61879503,510090,510017,1020113,510056.5,133.6431816,510151,509962,0,0,0,2.939427223,2.939427223,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
127841,8080,1013740,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.75603212,5.918677373,202748.0,277026.3736,512781,420,1013320,506660.0,9427.147607,513326,499994,1013195,506597.5,9354.315608,513212,499983,0,0,0,2.959338686,2.959338686,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
128190,8080,1001916,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.96557795,5.988525984,200383.2,273737.5904,500682,351,1001303,500651.5,539.522474,501033,500270,1001459,500729.5,799.7377695,501295,500164,0,0,0,2.994262992,2.994262992,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
129639,8080,1029804,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.47905427,5.826351422,205960.8,281095.1613,515161,473,1029038,514519.0,1576.848122,515634,513404,1029006,514503.0,2013.840113,515927,513079,0,0,0,2.913175711,2.913175711,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
129648,8080,996668,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.06017651,6.020058836,199333.6,272390.1145,499589,351,996317,498158.5,2646.700682,500030,496287,996229,498114.5,2581.646858,499940,496289,0,0,0,3.010029418,3.010029418,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
129670,8080,1019239,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.66023474,5.886744915,203847.8,278488.6442,513605,387,1018751,509375.5,6528.716911,513992,504759,1018852,509426.0,6721.757062,514179,504673,0,0,0,2.943372457,2.943372457,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
129672,8080,997657,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.04227305,6.014091015,199531.4,272578.1909,505525,464,997181,498590.5,10622.86517,506102,491079,997080,498540.0,10534.47683,505989,491091,0,0,0,3.007045508,3.007045508,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
129673,8080,1000160,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.99712046,5.999040154,200032.0,273108.1811,499324,506,999609,499804.5,294.8635278,500013,499596,999654,499827.0,67.88225099,499875,499779,0,0,0,2.999520077,2.999520077,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
129746,8080,1013985,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.75174189,5.917247297,202797.0,277016.7066,512812,397,1013390,506695.0,9459.674519,513384,500006,1013413,506706.5,9195.923689,513209,500204,0,0,0,2.958623648,2.958623648,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
129769,8080,991785,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.14909481,6.049698271,198357.0,270926.5333,499475,480,991305,495652.5,6196.376724,500034,491271,991285,495642.5,6098.795988,499955,491330,0,0,0,3.024849136,3.024849136,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
130597,8080,1029502,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.48418167,5.828060557,205900.4,281051.2022,515030,512,1028990,514495.0,1583.91919,515615,513375,1028647,514323.5,1723.219226,515542,513105,0,0,0,2.914030279,2.914030279,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
130604,8080,992799,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.13055815,6.043519383,198559.8,271220.8428,499487,483,992308,496154.0,5448.964856,500007,492301,992316,496158.0,5402.295808,499978,492338,0,0,0,3.021759692,3.021759692,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
130626,8080,1008853,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.84204438,5.947348127,201770.6,275542.649,507066,472,1008350,504175.0,5045.913991,507743,500607,1008176,504088.0,4879.03679,507538,500638,0,0,0,2.973674064,2.973674064,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
130628,8080,1003669,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.93419942,5.978066474,200733.8,274095.7472,501312,368,1003134,501567.0,749.5331881,502097,501037,1002884,501442.0,336.5828278,501680,501204,0,0,0,2.989033237,2.989033237,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
130629,8080,1009722,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.82668893,5.942229643,201944.4,275718.8285,509185,444,1008882,504441.0,7464.219182,509719,499163,1009188,504594.0,7120.565287,509629,499559,0,0,0,2.971114822,2.971114822,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
130719,8080,1029352,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.48672952,5.828909838,205870.4,281285.4485,515094,336,1029016,514508.0,1557.049132,515609,513407,1028855,514427.5,1417.749096,515430,513425,0,0,0,2.914454919,2.914454919,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
130764,8080,994861,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.09297982,6.030993274,198972.2,271845.418,499648,382,994323,497161.5,4056.671604,500030,494293,994431,497215.5,4200.921387,500186,494245,0,0,0,3.015496637,3.015496637,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
131929,8080,1045102,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.22319927,5.741066422,209020.4,285348.6393,528029,517,1044584,522292.0,9441.289742,528968,515616,1044163,522081.5,9142.183574,528546,515617,0,0,0,2.870533211,2.870533211,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
131962,8080,997130,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.05180869,6.017269564,199426.0,272248.9265,498524,546,996584,498292.0,1277.034847,499195,497389,996535,498267.5,1134.906384,499070,497465,0,0,0,3.008634782,3.008634782,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
131996,8080,1003811,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.93166243,5.977220811,200762.2,274164.4472,501636,476,1003326,501663.0,634.9818895,502112,501214,1003149,501574.5,772.8677118,502121,501028,0,0,0,2.988610406,2.988610406,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
132008,8080,1000916,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.98352709,5.99450903,200183.2,273577.0358,508666,361,1000439,500219.5,12640.94793,509158,491281,1000424,500212.0,12466.29255,509027,491397,0,0,0,2.997254515,2.997254515,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
132011,8080,1025085,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.55951945,5.853173151,205017.0,280007.507,514389,441,1024549,512274.5,3614.022759,514830,509719,1024463,512231.5,3809.18423,514925,509538,0,0,0,2.926586576,2.926586576,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
132045,8080,1029264,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.4882246,5.829408198,205852.8,281023.7153,514868,499,1028765,514382.5,1796.758331,515653,513112,1028679,514339.5,1453.104435,515367,513312,0,0,0,2.914704099,2.914704099,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
132055,8080,997096,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.05242424,6.017474747,199419.2,272275.8395,498642,488,996608,498304.0,1265.721138,499199,497409,996408,498204.0,1309.561759,499130,497278,0,0,0,3.008737373,3.008737373,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
132800,8080,1060942,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,16.96605469,5.655351565,212188.4,289666.199,530865,367,1060230,530115.0,1579.676549,531232,528998,1060079,530039.5,2174.353352,531577,528502,0,0,0,2.827675782,2.827675782,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
132829,8080,942145,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,19.10533941,6.368446471,188429.0,257772.8304,496506,515,941354,470677.0,37256.04209,497021,444333,941428,470714.0,37594.03913,497297,444131,0,0,0,3.184223235,3.184223235,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
132850,8080,1011196,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.80070333,5.933567775,202239.2,276057.1803,505944,570,1010626,505313.0,1960.099997,506699,503927,1010611,505305.5,1709.07709,506514,504097,0,0,0,2.966783888,2.966783888,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
132852,8080,1002729,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.95101169,5.983670563,200545.8,273626.4819,501049,585,1001954,500977.0,929.1383105,501634,500320,1001936,500968.0,1210.566809,501824,500112,0,0,0,2.991835282,2.991835282,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
132853,8080,1025028,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.56049591,5.853498636,205005.6,279948.1181,514121,486,1024542,512271.0,3572.303459,514797,509745,1024497,512248.5,3335.422687,514607,509890,0,0,0,2.926749318,2.926749318,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
132947,8080,1029290,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.48778284,5.829260947,205858.0,281181.6107,515124,466,1028707,514353.5,1782.616195,515614,513093,1028824,514412.0,1831.406563,515707,513117,0,0,0,2.914630473,2.914630473,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
133130,8080,1000612,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.98899074,5.996330246,200122.4,273388.5309,499723,319,1000293,500146.5,163.3416665,500262,500031,1000073,500036.5,327.3904397,500268,499805,0,0,0,2.998165123,2.998165123,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
134462,8080,1022099,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.61081852,5.87027284,204419.8,278715.4938,515339,654,1021445,510722.5,7507.352696,516031,505414,1020758,510379.0,7939.394939,515993,504765,0,0,0,2.93513642,2.93513642,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
134465,8080,997021,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.05378222,6.017927406,199404.2,272302.4053,498711,498,996487,498243.5,1365.423194,499209,497278,996423,498211.5,1461.589717,499245,497178,0,0,0,3.008963703,3.008963703,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
134479,8080,1022123,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.61040501,5.870135003,204424.6,279215.0235,513823,505,1021618,510809.0,5013.387079,514354,507264,1021592,510796.0,5034.600282,514356,507236,0,0,0,2.935067502,2.935067502,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
134480,8080,1002195,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.96057653,5.986858845,200439.0,273552.3626,500404,568,1001627,500813.5,419.3143212,501110,500517,1001489,500744.5,536.6940469,501124,500365,0,0,0,2.993429422,2.993429422,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
134481,8080,1000638,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.98852332,5.996174441,200127.6,273177.9093,499393,543,1000095,500047.5,20.50609665,500062,500033,999941,499970.5,48.7903679,500005,499936,0,0,0,2.99808722,2.99808722,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
134507,8080,1024884,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.56296322,5.854321074,204976.8,279976.9472,514466,343,1024541,512270.5,3891.208617,515022,509519,1024236,512118.0,3805.648696,514809,509427,0,0,0,2.927160537,2.927160537,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
134511,8080,1012720,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.77391579,5.924638597,202544.0,276562.0593,514133,579,1012141,506070.5,12345.37729,514800,497341,1012101,506050.5,12249.21077,514712,497389,0,0,0,2.962319299,2.962319299,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
135306,8080,1029407,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.48579522,5.828598407,205881.4,281154.0814,515200,416,1028936,514468.0,1623.51717,515616,513320,1028624,514312.0,1921.916231,515671,512953,0,0,0,2.914299203,2.914299203,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
135320,8080,997987,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.03630709,6.012102362,199597.4,272516.4858,499613,423,997343,498671.5,1929.694406,500036,497307,997311,498655.5,2264.86302,500257,497054,0,0,0,3.006051181,3.006051181,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
135345,8080,1002228,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.95998515,5.986661718,200445.6,273731.6384,500559,455,1001773,500886.5,185.9690835,501018,500755,1001521,500760.5,358.5031381,501014,500507,0,0,0,2.993330859,2.993330859,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
135346,8080,1014177,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.7483812,5.916127067,202835.4,276871.6272,512874,543,1013634,506817.0,9636.451214,513631,500003,1013420,506710.0,9709.990319,513576,499844,0,0,0,2.958063533,2.958063533,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
135347,8080,1025272,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.55631676,5.852105588,205054.4,279869.5372,514227,535,1024493,512246.5,3557.454216,514762,509731,1024573,512286.5,3845.953783,515006,509567,0,0,0,2.926052794,2.926052794,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
135392,8080,1029772,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.47959743,5.826532475,205954.4,281149.993,515268,351,1028945,514472.5,1621.395849,515619,513326,1029052,514526.0,2218.901079,516095,512957,0,0,0,2.913266238,2.913266238,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
135399,8080,997132,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.05177248,6.017257494,199426.4,272257.8792,498643,519,996613,498306.5,1279.156167,499211,497402,996425,498212.5,1342.795777,499162,497263,0,0,0,3.008628747,3.008628747,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
138246,8080,1029392,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.48605002,5.828683339,205878.4,281005.889,515087,504,1028888,514444.0,1658.872509,515617,513271,1028440,514220.0,1938.886794,515591,512849,0,0,0,2.91434167,2.91434167,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
138268,8080,996851,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.05686106,6.018953685,199370.2,272333.6784,498820,382,996445,498222.5,1385.222184,499202,497243,996179,498089.5,1607.253714,499226,496953,0,0,0,3.009476843,3.009476843,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
138285,8080,1021721,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.61733389,5.87244463,204344.2,279008.0164,512579,458,1021116,510558.0,3505.835421,513037,508079,1021014,510507.0,3785.849706,513184,507830,0,0,0,2.936222315,2.936222315,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0.0,0.0,0,0
